date,adjusted,normalized,investment_value
2015-01-02,2058.199951171875,100.0,100000.0
2015-01-05,2020.5799560546875,98.17218948548863,98172.18948548863
2015-01-06,2002.6099853515625,97.29909789431967,97299.09789431967
2015-01-07,2025.9000244140625,98.43067109493313,98430.67109493313
2015-01-08,2062.139892578125,100.1914265620309,100191.4265620309
2015-01-09,2044.81005859375,99.34943674590502,99349.43674590503
2015-01-12,2028.260009765625,98.54533368396967,98545.33368396967
2015-01-13,2023.030029296875,98.29122909778638,98291.22909778639
2015-01-14,2011.27001953125,97.71985556534949,97719.85556534948
2015-01-15,1992.6700439453125,96.81615446598121,96816.15446598122
2015-01-16,2019.4200439453125,98.11583382826909,98115.83382826908
2015-01-20,2022.550048828125,98.2679086974299,98267.9086974299
2015-01-21,2032.1199951171875,98.73287548958311,98732.87548958311
2015-01-22,2063.14990234375,100.24049904233341,100240.49904233341
2015-01-23,2051.820068359375,99.6900260925151,99690.0260925151
2015-01-26,2057.090087890625,99.94607602237004,99946.07602237003
2015-01-27,2029.550048828125,98.60801170812206,98608.01170812207
2015-01-28,2002.1600341796875,97.27723650171694,97277.23650171694
2015-01-29,2021.25,98.2047443373596,98204.7443373596
2015-01-30,1994.989990234375,96.9288717113461,96928.8717113461
2015-02-02,2020.8499755859373,98.1853086934206,98185.3086934206
2015-02-03,2050.030029296875,99.6030549961704,99603.0549961704
2015-02-04,2041.510009765625,99.18910009706553,99189.10009706553
2015-02-05,2062.52001953125,100.20989546505992,100209.89546505992
2015-02-06,2055.469970703125,99.86736077477819,99867.3607747782
2015-02-09,2046.739990234375,99.44320468324882,99443.20468324883
2015-02-10,2068.590087890625,100.50481668279285,100504.81668279285
2015-02-11,2068.530029296875,100.50189866728539,100501.8986672854
2015-02-12,2088.47998046875,101.47118987538768,101471.18987538767
2015-02-13,2096.989990234375,101.88465843857463,101884.65843857464
2015-02-17,2100.340087890625,102.04742676700369,102047.42676700368
2015-02-18,2099.679931640625,102.01535232012479,102015.35232012479
2015-02-19,2097.449951171875,101.90700616709529,101907.00616709529
2015-02-20,2110.300048828125,102.53134286717798,102531.34286717798
2015-02-23,2109.659912109375,102.50024109213491,102500.24109213491
2015-02-24,2115.47998046875,102.78301577377171,102783.01577377171
2015-02-25,2113.860107421875,102.70431238803152,102704.31238803153
